gene.id	log.fc	test.stat	p.value	q.value
YOR270C	-1.38780650069908	51.1518971819424	8.54880191366415e-13	2.49667059167093e-11
YKL107W	6.58037170709389	51.0167491638311	9.1581171639571e-13	2.66370379225952e-11
YGR248W	5.01096123500043	50.9394005490629	9.52620438913025e-13	2.7595013202009e-11
YNL104C	1.04388442373752	50.2587040924038	1.34755671728511e-12	3.88772840784359e-11
YDR385W	-0.712699872303814	49.9690834540569	1.56187623496853e-12	4.48787502031684e-11
YBL072C	-1.07136290496202	49.7851307903208	1.71539049167688e-12	4.90918580067849e-11
YLR175W	-1.36608144100239	49.4657793101083	2.01862353541985e-12	5.75388452536073e-11
YGR254W	1.36917517449336	49.429846693837	2.05593783390659e-12	5.83689761132204e-11
YPR035W	-0.873275121153387	49.2035427102319	2.30733619151552e-12	6.52463400822999e-11
YML100W	2.57312482638987	49.076968503575	2.46113081894274e-12	6.93202301019209e-11
YDL229W	-1.40014408165094	48.7958553529289	2.84039412726535e-12	7.96875927200507e-11
YNL302C	-1.14740068564198	48.5108018658058	3.28474616441035e-12	9.1792553598385e-11
YPL217C	-2.13267481764476	48.025125929677	4.20792130553921e-12	1.17131434465908e-10
YDR216W	2.95063858015631	47.8925776427364	4.50222814018697e-12	1.24836100104951e-10
YDL055C	-1.01542808875996	47.696347739322	4.97617806556936e-12	1.37442809671501e-10
YMR058W	-2.30790371513389	47.4148843167802	5.7444839983578e-12	1.57700961938015e-10
YOR317W	1.30176432649606	47.4116758171666	5.75389420486725e-12	1.57700961938015e-10
YGL055W	1.2605155501965	47.1598200423281	6.54280261637784e-12	1.78636059173596e-10
YOL158C	-2.69966971800336	47.0045208919509	7.08231494829485e-12	1.92628153899042e-10
YCR005C	-1.26296389855987	46.6599660849494	8.44364688006686e-12	2.2878109379223e-10
YLR345W	2.74744857003385	46.3624617775186	9.82804437889218e-12	2.65282743348431e-10
YGR061C	-1.08371156216108	45.933784747275	1.22318193040943e-11	3.28920544758401e-10
YBL027W	-0.978339873622502	45.902332237	1.24297889404914e-11	3.32987503721584e-10
YGR118W	-1.1827662419227	45.7718675622122	1.32857916268095e-11	3.5458633383013e-10
YDL214C	4.23852093458342	45.6094547940393	1.44343160102177e-11	3.83801999585118e-10
YBR294W	1.36282561939949	45.5419799184196	1.49402171451428e-11	3.95776904744564e-10
YDR447C	-1.08148032870121	45.4535669937214	1.56300624986554e-11	4.11414964180663e-10
YNL055C	1.0851952889285	45.4515698198976	1.56460083206511e-11	4.11414964180663e-10
YGL225W	-1.88875007002646	45.3279994834476	1.66649538064274e-11	4.36597282443387e-10
YPL095C	-2.91948624680902	45.2552605548221	1.72955342837482e-11	4.51457792329632e-10
YOL064C	-1.63629906377911	45.070105095623	1.90105453492022e-11	4.94412942183997e-10
YGR034W	-1.19283076393635	44.9722264316142	1.99848911752929e-11	5.178630346005e-10
YDR033W	-1.11344503211074	44.627262311362	2.38349589705617e-11	6.15391005884865e-10
YMR081C	5.05626096431571	43.7244492349517	3.78019655294221e-11	9.7247944535257e-10
YOL083W	4.43371009067446	43.5367818742732	4.16065061246568e-11	1.0665034627493e-09
YPR184W	2.30132030686068	43.3988399820955	4.46452725625955e-11	1.14029466767403e-09
YBR191W	-1.0359768859245	43.3492470870936	4.57912401811899e-11	1.16538706261128e-09
YFR017C	4.80355796794617	43.2535969567705	4.80852939725722e-11	1.21941567561761e-09
YOR184W	-1.33267695986774	43.0581124276031	5.31378248062105e-11	1.34276645237254e-09
YFR052C-A	6.3380427694717	43.0431695370582	5.35452313667903e-11	1.34828027816165e-09
YGR085C	-1.17340604112879	42.9366521605836	5.65413604692706e-11	1.41871033346487e-09
YLR411W	5.03483775659868	42.3349443467054	7.69060895922728e-11	1.92292208573521e-09
YKR076W	3.21105162263217	42.0152051505582	9.05664448078989e-11	2.25656113881499e-09
YJL089W	3.10806585512146	41.9833779484403	9.20525928452066e-11	2.28559852479074e-09
YNL069C	-1.22232170026727	41.9174086550505	9.52111764527628e-11	2.35581542848051e-09
YKR046C	1.39644533286568	41.8742821368537	9.73344726335386e-11	2.40001886500552e-09
YOL039W	-1.74988511109442	41.8546143839184	9.83184713382849e-11	2.41592216122972e-09
YDL110C	3.51974125079213	41.7841311919778	1.01927323073228e-10	2.49599348529149e-09
YPR030W	3.47882175095901	41.7567876191115	1.03362793461993e-10	2.5224769390759e-09
YPL135W	1.89130119881843	41.7338776738143	1.04581078303375e-10	2.54349748801998e-09
YJL138C	-1.12093768858547	41.6739168931764	1.07838094090912e-10	2.6137899948702e-09
YFL031W	-1.34285374453983	41.6463955508174	1.09366838378798e-10	2.64185793317733e-09
YLR197W	-1.34356195358351	41.6065885870122	1.11616482572194e-10	2.68012187414919e-09
YKL085W	1.47689161700471	41.6050722439915	1.11703086812e-10	2.68012187414919e-09
YKL150W	1.36573177732795	41.5571527012573	1.14474885823084e-10	2.73740951803792e-09
YNL274C	2.713494583979	41.5135606182891	1.17056133274191e-10	2.78977259435413e-09
YLR307C-A	6.2843217999069	41.4495629456258	1.20951599646526e-10	2.87300366360382e-09
YJL048C	1.72571907060646	41.3549967775202	1.26946546927625e-10	3.00538569237959e-09
YMR206W	6.40241736602162	41.333851229888	1.28327233346788e-10	3.02801279744771e-09
YDR001C	2.16608342864839	41.2420619468658	1.34496940046517e-10	3.16311945469135e-09
YER074W	-1.07952958728459	41.2032943177732	1.37191125740647e-10	3.21586829614424e-09
YML018C	-2.19114996532511	41.1129472216098	1.43681397976014e-10	3.35696276058057e-09
YNL007C	1.19347474158061	40.9929609423645	1.52778480814125e-10	3.55784135386097e-09
YNL009W	4.2631927045849	40.910587686364	1.59355473857649e-10	3.69891565703456e-09
YGR285C	-1.42468899022901	40.8976028881059	1.6041778379174e-10	3.71148417954525e-09
YLR340W	-0.963631678561159	40.8017354218514	1.68483404205488e-10	3.88547811769678e-09
YOR369C	-0.837255618480585	40.7065391683472	1.7689423084879e-10	4.06628480331767e-09
YIL052C	-1.25548549732527	40.617642358511	1.85127610505723e-10	4.24186286965847e-09
YPL058C	1.65217238213594	40.3384365366257	2.13565730894963e-10	4.87778653319715e-09
YBR106W	-1.34424527047401	40.3234018996733	2.1521555328407e-10	4.89976368275491e-09
YDR050C	-1.04953809282695	40.2943906354406	2.18435247744285e-10	4.95722794721585e-09
YPR074C	-1.02856041039088	40.2049679968863	2.28665999808239e-10	5.17293306232861e-09
YMR136W	1.96490523758082	40.1888816993595	2.30556686875072e-10	5.1991992109866e-09
YLR372W	-1.70168293828595	39.8042064807706	2.80739819932854e-10	6.31088945375873e-09
YKL096W-A	1.20425753271783	39.7888086066067	2.82961838416979e-10	6.34083666842575e-09
YDR382W	-1.23103676352354	39.281879570275	3.66829875818359e-10	8.19445045480134e-09
YGR008C	4.16832900458312	39.1075290668144	4.01094223388634e-10	8.93186698708565e-09
YGL012W	-1.30303284952668	39.0307811674789	4.17175790825289e-10	9.26104263371031e-09
YJL052W	1.97491466896696	38.8814447290022	4.50340933158752e-10	9.96624065120891e-09
YOR312C	-1.07872365449913	38.7968217082465	4.70292974408781e-10	1.03755657450061e-08
YCR031C	-1.10856845478316	38.7239596922408	4.88179689165206e-10	1.07369397067631e-08
YCL030C	-0.928043971548024	38.703497843778	4.93324211240713e-10	1.08167025516964e-08
YDL182W	-1.05880595511933	38.6143544924522	5.16377498132826e-10	1.12874418763636e-08
YHR143W	-1.70188379113548	38.6044178331909	5.1901311820042e-10	1.13103592669608e-08
YGL078C	-1.92866029854258	38.51849092499	5.42373736009068e-10	1.17834001304897e-08
YDR178W	2.64859359319375	38.4563561476723	5.59919244883502e-10	1.21276125806682e-08
YMR169C	3.12476534890627	38.4292318596644	5.67755666547929e-10	1.22321972779498e-08
YGR130C	1.43291473954562	38.427770636476	5.68180928852286e-10	1.22321972779498e-08
YJL079C	1.93353373316256	38.1623712415304	6.5095712210917e-10	1.39720495546685e-08
YBL076C	-0.941692701885618	38.1174607039732	6.66113678909868e-10	1.42544326603956e-08
YPR102C	-1.03505950904641	38.0477318940948	6.90349153328714e-10	1.47288265467677e-08
YIL078W	-1.03666094465406	37.9321159201526	7.32494566346233e-10	1.55813620292038e-08
YJL026W	1.38538895156837	37.8979184515942	7.45447334865768e-10	1.58096955602782e-08
YOR328W	2.19122768186195	37.8756682485198	7.53997801929148e-10	1.59435855683891e-08
YPL134C	2.41643071639583	37.8646559304115	7.58265951189784e-10	1.59863999058533e-08
YPL230W	4.18460492758784	37.7662086158001	7.97513169121839e-10	1.67642443751098e-08
YKL001C	-1.53970850915673	37.750126450545	8.0411506184469e-10	1.68533056785449e-08
YIL107C	2.64950822532088	37.7200018906421	8.16629100441949e-10	1.70653928731652e-08
YBR115C	-0.952839662627523	37.6269958592615	8.56508458121656e-10	1.78464306215641e-08
YLR179C	-2.65996848396098	37.5712172600466	8.81354745752205e-10	1.83105945137907e-08
YMR142C	-0.943809993275814	37.4760461499095	9.25425747200644e-10	1.91703019609064e-08
YMR031C	1.53705217472075	37.364755557003	9.79767876061561e-10	2.02139702718358e-08
YDR262W	2.11558632014358	37.3613484377587	9.81481015163512e-10	2.02139702718358e-08
YLR178C	2.90425411050878	37.2237539766539	1.05323000471749e-09	2.16291556588382e-08
YLR070C	6.16960161097381	37.1195908708649	1.11101880225442e-09	2.27503447840948e-08
YKL209C	-1.49695725335347	37.0308648643421	1.1627405579714e-09	2.37412298455709e-08
YGR162W	-1.18068764646493	36.921253873344	1.22997812566077e-09	2.50423546384533e-08
YER081W	-1.25271998933687	36.8445457696358	1.27933492278276e-09	2.5973050312678e-08
YHR104W	2.25149254027682	36.7164555272579	1.36621325602374e-09	2.76580558591624e-08
YLR167W	-1.00101601642029	36.6338317048931	1.42536340256354e-09	2.87737665911268e-08
YMR229C	-1.24028516814816	36.4439846554047	1.5711727490875e-09	3.16276186723094e-08
YKR067W	2.04061000961197	36.3763304157613	1.62666731302267e-09	3.26524824580269e-08
YBL064C	2.06866436388278	36.1544096826424	1.82285529771046e-09	3.64878282345077e-08
YOR215C	2.74520464347965	36.1093080888208	1.86553614849109e-09	3.71432731361339e-08
YEL009C	0.769085725022564	36.1087978647509	1.86602466779904e-09	3.71432731361339e-08
YGR180C	1.25977859605238	36.0737665508718	1.89987390253519e-09	3.77117031461442e-08
YHR139C	5.00603032761546	35.8438711909844	2.13779457427308e-09	4.23164559340833e-08
YJR148W	2.48012340899699	35.761222014715	2.23043491046757e-09	4.40279201440219e-08
YIL069C	-1.25210729450383	35.7410777862647	2.25361707999023e-09	4.4362638983454e-08
YMR118C	2.86734841546437	35.6291741301067	2.38685996795649e-09	4.68560995362479e-08
YBL043W	4.03499065501459	35.573426984032	2.45615314356206e-09	4.80839211566572e-08
YOL127W	-0.869597617893244	35.4724448838198	2.58684283954268e-09	5.05036769166607e-08
YDR471W	-1.22863589901012	35.3925746642112	2.69512397613214e-09	5.24739165407586e-08
YLR303W	-0.508958415338313	35.1648867295259	3.02936744729532e-09	5.8820905802252e-08
YOR310C	-1.29451135220202	35.1284922872343	3.0865156549887e-09	5.97676917321996e-08
YNL202W	6.04668965910949	35.0711469927607	3.17876051549645e-09	6.11836475802842e-08
YGR236C	6.04664359099548	35.0701835932146	3.18033357915737e-09	6.11836475802842e-08
YER145C	-1.64514668044912	35.0625243213772	3.19286760287864e-09	6.11836475802842e-08
YIL033C	1.87330319691173	35.0618446955241	3.19398216388798e-09	6.11836475802842e-08
YML056C	-1.8501413961641	34.5159306572828	4.22776954301205e-09	8.07696669262839e-08
YDR064W	-0.838776941707846	34.4900791335938	4.28429429168869e-09	8.16306981886995e-08
YBR048W	-1.06598637740554	34.4564747972413	4.35890351909527e-09	8.28307906055276e-08
YJR096W	2.71977354163819	34.0121409577211	5.47692564948397e-09	1.03799394091018e-07
YGR086C	0.970179202422757	33.9440460766037	5.67199904075864e-09	1.07211313433544e-07
YKR092C	-2.21041960388588	33.8993119880737	5.80392206188865e-09	1.09414678870419e-07
YNL209W	-0.667767314901648	33.754472904625	6.25251163746095e-09	1.17560416698013e-07
YDL078C	1.41704158403944	33.4801087726452	7.19965503231183e-09	1.35012478316458e-07
YPR132W	-0.865830620118964	33.3303800890139	7.77583591313396e-09	1.45434663299193e-07
YKR059W	-0.813218187026386	33.2227064018305	8.21852287940008e-09	1.53312026279071e-07
YHR183W	-0.839014038678425	33.135929565777	8.59359864523635e-09	1.59890297509019e-07
YAL012W	-1.22499965523187	33.0432802377411	9.01300154194581e-09	1.67256898406005e-07
YBR053C	3.03343748122215	32.9810982075451	9.30592259897569e-09	1.72244167377405e-07
YJR019C	2.44013992708495	32.7600516185805	1.04265743279704e-08	1.92486447308593e-07
YJR094W-A	-1.55117345679122	32.6142306038324	1.12388838654627e-08	2.06946476551129e-07
YHR137W	4.45161750874784	32.5758507089912	1.14630252379617e-08	2.10529685169368e-07
YDR508C	-2.04991860208199	32.3507206949903	1.28709464222706e-08	2.3577985656838e-07
YPR127W	3.16433962784949	32.3319917491611	1.29956014221617e-08	2.37452963421345e-07
YDL081C	-1.35681113489851	32.1684145119111	1.41370411242475e-08	2.57648478392296e-07
YHR141C	-1.09146885638131	32.1307884190172	1.44134939020049e-08	2.62016728432874e-07
YHR008C	1.58496399033737	32.0049388961053	1.53781107292072e-08	2.78546938175409e-07
YER004W	1.41481458252448	32.0020501795883	1.54009954590389e-08	2.78546938175409e-07
YBR079C	-1.16541342690375	31.9920588616091	1.54804111318218e-08	2.79274455000918e-07
YNR034W-A	5.9113299104592	31.8813838958138	1.63880276885944e-08	2.94901730578091e-07
YOR341W	-1.12338319742268	31.8361373274107	1.67742605110873e-08	3.01091638292212e-07
YJL159W	0.769224419574405	31.8160848922588	1.69483349965264e-08	3.03451847199113e-07
YCR034W	-1.86145538767613	31.7054150798616	1.79421228747517e-08	3.20440019061355e-07
YBL087C	-1.32321292702079	31.4733401466401	2.0219743321746e-08	3.60214727276904e-07
YBR280C	2.82798835887277	31.4240624290123	2.07394667491242e-08	3.68552219586681e-07
YGL180W	2.48926333723115	31.4189032310798	2.07946478985841e-08	3.68613584391319e-07
YJL109C	-1.61803995652556	31.3122085535935	2.19693759565016e-08	3.88470900908264e-07
YPL275W	6.13497850989414	31.072227596144	2.48603063353697e-08	4.38501343925358e-07
YPR192W	4.39353313691446	31.0615212380652	2.49978110338966e-08	4.39838028216167e-07
YKL016C	1.33568338856462	30.9653608575499	2.62674866066705e-08	4.61039678717079e-07
YOR142W	1.30683355160763	30.8986209559547	2.71864891739601e-08	4.75997350991745e-07
YOR247W	-1.74461653258263	30.8676775876152	2.76234382567509e-08	4.82462306415702e-07
YLR150W	-0.945344107685386	30.7291353355227	2.96676785201638e-08	5.16899455097035e-07
YLR286C	-0.948144169029955	30.6295899266442	3.12294485250238e-08	5.42783049242243e-07
YJR137C	-0.956831521974352	30.6130100250627	3.14974583571703e-08	5.4610921716106e-07
YIR038C	2.49732136071478	30.5091798875296	3.32290429290218e-08	5.74733397845168e-07
YOR100C	5.83858015479589	30.2868221104523	3.72649106321713e-08	6.4297761056865e-07
YMR090W	2.78882916790726	30.1344609345459	4.03104152559152e-08	6.92174867860176e-07
YKL050C	2.78882846305728	30.1344572142272	4.03104925851773e-08	6.92174867860176e-07
YHL021C	2.54782471014469	30.102267858553	4.09851640756322e-08	7.02067978853258e-07
YKL188C	2.65704059878125	30.0701058242786	4.16705616211321e-08	7.12096935520833e-07
YPR010C	-1.20398210354099	30.0175972242097	4.28143260366172e-08	7.29892074968742e-07
YGR250C	1.6460429659037	29.9154469332797	4.5130304012829e-08	7.67538296886443e-07
YKL171W	3.04818793106563	29.7189635544742	4.99438541662049e-08	8.47380725686609e-07
YGR264C	-1.37231119344823	29.7131446458086	5.00939943835917e-08	8.47869780999447e-07
YML024W	-0.946637526889711	29.7086357728183	5.021064378077e-08	8.47869780999447e-07
YNR053C	-1.65157073272097	29.4781468903008	5.65507534446524e-08	9.52672976469487e-07
YDL039C	-3.63560098241452	29.3270892861854	6.11350516929445e-08	1.02747259048095e-06
YKL216W	-2.02964582296366	29.0977662699966	6.88162821326207e-08	1.15384665053425e-06
YOL147C	1.69209410201689	29.0876537500107	6.91764261090003e-08	1.15716247054633e-06
YML073C	-1.01540353493734	29.0193526204581	7.16588347484422e-08	1.19370081137249e-06
YJL136C	-1.25190399399099	29.0183547963321	7.16957545982914e-08	1.19370081137249e-06
YLR438W	2.90913232497043	29.010827399414	7.19748858905429e-08	1.19555486446622e-06
YPL079W	-1.04351991988875	28.9519133681829	7.41974872281515e-08	1.22960766043676e-06
YAL003W	-0.767566143040627	28.9419892209242	7.45785984360361e-08	1.23305589896797e-06
YHR021C	-1.38393025549096	28.8865438955819	7.67442103080155e-08	1.26592417281231e-06
YHR138C	2.94403664737363	28.6672605728064	8.59445135034982e-08	1.41441247858182e-06
YDR032C	1.41760524634124	28.6057618927068	8.87178002090063e-08	1.45668904214143e-06
YLR448W	-1.15207133066642	28.5180217500141	9.28303986302176e-08	1.52071131181363e-06
YDR497C	-0.726247954181481	28.3643728925654	1.0049787835171e-07	1.64126551209085e-06
YGL189C	-1.18177663067826	28.3614417607278	1.00650158403551e-07	1.64126551209085e-06
YDL208W	-2.00858301061777	28.3405531427642	1.01742093555278e-07	1.65528346729432e-06
YIL148W	-0.92143493645608	28.2907642655457	1.0439287516596e-07	1.69454129483514e-06
YNL115C	1.9689985602392	28.1889692271742	1.10029856266394e-07	1.78198353580529e-06
YDR513W	2.30990669844971	28.0256859477796	1.19715823880919e-07	1.93445569382183e-06
YKL006W	-0.952616785383162	27.9375505915917	1.2529449036258e-07	2.02001931747454e-06
YNL096C	-1.16256814253018	27.7832733542978	1.35694227816119e-07	2.18184418455044e-06
YOR036W	2.10566251251666	27.7797117702622	1.3594426297227e-07	2.18184418455044e-06
YBR187W	-2.05253588341157	27.7713934403035	1.36530037628296e-07	2.18632145649266e-06
YDR418W	-1.53988816273816	27.7200385411072	1.40202870278601e-07	2.24010236234375e-06
YOL151W	1.9266535177202	27.5000752341021	1.57088394776194e-07	2.50427718383704e-06
YLL045C	-0.982102599576189	27.3216805529274	1.72268997982788e-07	2.74015374916372e-06
YPL177C	2.18026426468334	27.3161309137105	1.72764126922172e-07	2.74190906113006e-06
YCR004C	1.32647393897646	27.3025969190568	1.73977594396672e-07	2.75503186149041e-06
YNL087W	-1.27828717426069	27.2080269840446	1.82698576136005e-07	2.8867185222731e-06
YHL033C	-0.974856938727777	27.1715573004286	1.8617759878409e-07	2.93518046224652e-06
YCL042W	3.28839551234667	27.1349466272513	1.89736858207866e-07	2.98469062160982e-06
YNL327W	-1.10826330642194	27.065831460281	1.96643139261518e-07	3.08651764400347e-06
YBL003C	-1.24816488865926	26.9908807659211	2.04417601363517e-07	3.20149412597016e-06
YFR030W	-0.767076790013487	26.8687472880017	2.17751773808143e-07	3.402848991572e-06
YGL031C	-0.857993366432587	26.7713664563542	2.29005559049469e-07	3.57088318115212e-06
YKL026C	3.92808120236236	26.7202121164408	2.35148880827324e-07	3.65867014143125e-06
YBL049W	5.9818530458672	26.6954931801544	2.38176399474243e-07	3.69770157440839e-06
YNL015W	2.56464605979866	26.6671942778856	2.41690381536976e-07	3.74409925833151e-06
YFR032C-A	-1.59746811021031	26.6191343556858	2.47777641982803e-07	3.83007261772115e-06
YMR280C	2.43632978432848	26.4535975333508	2.69945265422829e-07	4.16370121515818e-06
YPL226W	-1.12787198940133	26.3535660893745	2.84293521844867e-07	4.37554133189314e-06
YMR114C	2.53948748430168	26.340896764311	2.8616449788223e-07	4.39484528428614e-06
YHR019C	-1.02508002589033	26.2379791050897	3.01827758390838e-07	4.6254292608454e-06
YKL180W	-0.872720672235654	26.1004905071991	3.24101671600002e-07	4.95611268631247e-06
YAR015W	-1.19548374639515	26.0820785029105	3.27207050642604e-07	4.99288531665781e-06
YMR308C	-1.26766268936958	25.9410638807491	3.52001089273399e-07	5.35974308154325e-06
YEL020C	3.23464724342244	25.755130761072	3.87595245449417e-07	5.88913372936576e-06
YPL171C	4.034696790751	25.7309574592466	3.92480508444925e-07	5.95067255995434e-06
YBR126C	1.29750588002684	25.7110313082802	3.96553828954602e-07	5.9996657858397e-06
YMR104C	2.27375993512982	25.6776476162615	4.03473353225256e-07	6.09142185398978e-06
YPL154C	1.10226859208808	25.5557458895621	4.29784278196068e-07	6.47493185290736e-06
YER056C-A	-1.1863160993257	25.5078649506755	4.40583242078749e-07	6.62362063935267e-06
YEL027W	-1.05443324496984	25.2658132535455	4.99483736931403e-07	7.49330759868037e-06
YDR408C	-1.77984739746392	25.1258477898823	5.37081119084635e-07	8.04042028276704e-06
YEL012W	2.49806501287968	25.1159655034034	5.39840519727442e-07	8.06478730309801e-06
YPL156C	4.13448815045507	25.03964546041	5.6163548670649e-07	8.37283363654906e-06
YLR293C	-1.35772577899421	24.9982665571224	5.73818804800356e-07	8.53260016284159e-06
YKR094C	-1.02290108701204	24.9951498240594	5.74747134179618e-07	8.53260016284159e-06
YHR089C	-1.54352050372226	24.9238708869793	5.96393718500068e-07	8.8355543410218e-06
YJR061W	1.97113467879709	24.9107093858933	6.0047921770591e-07	8.8776242850048e-06
YBR121C	-0.862129556797481	24.8893677375901	6.07163666140631e-07	8.95786394392989e-06
YJL144W	3.61375007634727	24.8741477271483	6.11976275189359e-07	9.01021267975077e-06
YMR083W	-1.08695505092465	24.7409320911612	6.55765949618512e-07	9.63502712779694e-06
YBR084C-A	-0.786040395095996	24.7359538479793	6.57461909122505e-07	9.64006906256578e-06
YBR212W	1.66639027111018	24.6935975797493	6.72070652987016e-07	9.83403587923095e-06
